set_name,card_name,ungraded_price
Prices for Pokemon Paldean Fates Pokemon Cards,Woobat [Reverse Holo] #32,$0.32
Prices for Pokemon Paldean Fates Pokemon Cards,Houndstone [Reverse Holo] #43,$0.13
Prices for Pokemon Paldean Fates Pokemon Cards,Donphan [Reverse Holo] #49,$0.14
Prices for Pokemon Paldean Fates Pokemon Cards,Clobbopus #51,$0.12
Prices for Pokemon Paldean Fates Pokemon Cards,Scraggy [Reverse Holo] #60,$0.10
Prices for Pokemon Paldean Fates Pokemon Cards,Varoom [Reverse Holo] #64,$0.17
Prices for Pokemon Paldean Fates Pokemon Cards,Atticus [Reverse Holo] #77,$0.20
Prices for Pokemon Paldean Fates Pokemon Cards,Clive #78,$0.09
Prices for Pokemon Paldean Fates Pokemon Cards,Electric Generator #79,$0.10
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon ex #161,$1
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon ex #156,$325.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Pikachu ex #179,$51.11
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon ex #144,$240.08
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon ex #155,$237.50
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon ex #149,$199.87
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee ex #167,$148.41
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Roaring Moon ex #162,$149.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon ex #150,$192.08
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Booster Bundle,$76.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon [Master Ball] #59,$55.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon ex #153,$144.17
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon ex [Stamped] #60,$19.88
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon ex #146,$160.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon ex #60,$4.89
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Ceruledge ex #147,$92.30
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon #59,$1.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee ex #75,$5.63
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee [Pokemon Day] #74,$4.18
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Budew [Premier Ball League Judge] #4,$1
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dragapult ex #165,$95.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Bloodmoon Ursaluna ex #168,$55.75
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Premium Figure Collection,$181.13
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon ex #26,$2.51
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon ex #14,$4.13
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon ex #30,$3.05
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Friends in Paldea #137,$1.69
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon ex #34,$3.49
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon ex #6,$3.98
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Raging Bolt ex #166,$60.49
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon ex #41,$2.57
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Walking Wake ex #178,$7.44
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Terapagos ex #180,$10.27
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon ex #23,$3.03
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Pikachu ex #28,$2.42
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee [Master Ball] #74,$10.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Palafin ex #151,$40.53
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon [Poke Ball] #59,$3.63
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Gholdengo ex #164,$40.80
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lugia ex #82,$2.63
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eri #136,$2.37
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Teal Mask Ogerpon ex #177,$7.59
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Snorlax ex #76,$2.42
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Leaves ex #176,$6.02
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sealed Poster Collection,$29.29
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee Ex [Stamped] #75,$9.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Mela #140,$1.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Terapagos ex #169,$31.16
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Raifort #142,$1.68
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Valiant ex #157,$40.47
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon ex [Stamped] #41,$8.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Larry's Skill #139,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Atticus #133,$1.98
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon [Master Ball] #33,$19.95
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon [Master Ball] #40,$25.93
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Tech Sticker Collection [Sylveon],$29.42
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon #33,$1.48
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Ortega #141,$1.75
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Hands ex #154,$31.82
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon #40,$1.53
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Brassius #135,$1.65
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Tyme #143,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Amarys #132,$1.63
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lucario Ex & Tyranitar Ex Premium Collection,$163.67
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee #74,$0.81
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon #13,$0.94
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon ex [Stamped] #26,$4.97
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lucario ex #51,$1.75
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Tyranitar ex #64,$1.64
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon ex [Stamped] #34,$7.79
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Atticus #134,$1.35
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon #29,$1.18
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Crown ex #158,$30.03
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sandy Shocks ex #159,$22.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon ex [Stamped] #30,$7.04
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon #22,$0.88
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Roaring Moon #65,$0.79
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon ex [Stamped] #23,$7.94
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon ex [Stamped] #14,$7.15
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon [Master Ball] #25,$18.22
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Giacomo #138,$1.48
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Teal Mask Ogerpon ex #145,$19.51
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon Ex [Stamped] #6,$7.59
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hearthflame Mask Ogerpon ex #148,$17.95
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Max Rod #116,$1.49
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon [Master Ball] #22,$19.95
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon [Master Ball] #5,$20.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Pecharunt ex #163,$27.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon #25,$1.49
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Janine's Secret Art #173,$24.38
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon [Master Ball] #13,$19.91
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon [Cosmos Holo] #59,$9.58
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon #5,$1.41
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Umbreon [Reverse] #59,$1.80
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Treasure Tracker #131,$0.89
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon [Master Ball] #29,$20.16
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Terapagos ex #92,$2.11
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Prime Catcher #119,$1.15
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Cornerstone Mask Ogerpon ex #160,$15.09
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon EX [Holiday Calendar] #26,$1.98
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee [Poke Ball] #74,$1.69
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lacey #175,$28.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flutter Mane #43,$0.13
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Maximum Belt #117,$1.02
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Mini Tin [Espeon],$28.94
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon [Poke Ball] #22,$1.62
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Scoop Up Cyclone #128,$1.09
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Wellspring Mask Ogerpon ex #152,$14.23
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sparkling Crystal #129,$1.19
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Thorns Ex #32,$1.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hearthflame Mask Ogerpon ex #17,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Kieran #174,$21.41
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon [Poke Ball] #33,$2.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Noivern ex #91,$1.28
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Wellspring Mask Ogerpon ex #27,$1.41
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hydrapple ex #11,$0.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon [Poke Ball] #40,$1.65
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Teal Mask Ogerpon ex #12,$2.71
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Eevee [Reverse] #74,$0.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Crispin #171,$27.63
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Slowpoke [Master Ball] #18,$3.34
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Scream Tail #42,$0.22
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon [Poke Ball] #13,$2.43
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Groudon #49,$0.19
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dragapult ex #73,$1.89
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon [Pokemon Day 2025] #40,$7.74
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sandy Shocks ex #56,$1.17
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Hands ex #31,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Snorlax Ex [Stamped] #76,$2.47
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Suicune [Master Ball] #24,$10.29
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon [Poke Ball] #5,$2.04
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Boulder #46,$0.20
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Drayton #172,$16.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Cornerstone Mask Ogerpon ex #58,$1.09
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Amarys #170,$15.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lugia Ex [Stamped] #82,$7.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon [Poke Ball] #25,$1.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon [Poke Ball] #29,$1.79
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Noctowl #78,$0.97
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Mini Tin Display,$230.16
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Budew [Premier Ball League] #4,$120.44
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Roaring Moon [Master Ball] #65,$6.67
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Bloodmoon Ursaluna #54,$0.55
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Fezandipiti #45,$0.28
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Tyranitar [Stamped] #64,$2.28
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Groudon [Master Ball] #49,$9.13
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Slowking [Master Ball] #19,$2.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lucario [Stamped] #51,$1.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Houndoom [Master Ball] #63,$8.62
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Budew [Master Ball] #4,$3.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon [Reverse] #33,$1.75
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dusknoir #37,$0.52
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dudunsparce #80,$0.24
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Larvitar [Master Ball] #47,$2.28
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Suicune [Poke Ball] #24,$0.78
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Riolu [Master Ball] #50,$10.88
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Jolteon [Reverse] #29,$1.18
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Pyroar [Master Ball] #16,$1.69
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Roaring Moon [Reverse] #65,$0.19
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Budew #4,$0.87
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Professor Sada's Vitality #120,$0.20
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Munkidori #44,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon [Reverse] #40,$1.49
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Binder Collection,$78.29
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flutter Mane [Master Ball] #43,$9.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Vaporeon [Reverse] #22,$1.19
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Okidogi #57,$0.74
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Accessory Pouch Special Collection,$59.90
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Drakloak [Master Ball] #72,$3.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Buneary [Master Ball] #83,$1.92
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Pinsir [Master Ball] #3,$2.16
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hawlucha [Master Ball] #89,$1.50
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Archaludon #70,$0.09
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Miltank [Master Ball] #81,$2.10
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Goldeen [Master Ball] #20,$1.83
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Houndour [Master Ball] #62,$1.88
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lopunny [Master Ball] #84,$6.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Fan Rotom [Master Ball] #85,$3.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Slowpoke [Poke Ball] #18,$0.87
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sylveon [Cosmos Holo] #40,$2.40
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dreepy [Master Ball] #71,$3.16
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Regigigas [Master Ball] #86,$2.59
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Riolu [Poke Ball] #50,$1.03
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Seaking [Master Ball] #21,$1.83
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Groudon [Poke Ball] #49,$0.74
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Whimsicott #8,$0.10
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flareon [Reverse] #13,$1.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Great Tusk #55,$0.08
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Applin [Master Ball] #9,$2.30
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Litleo [Master Ball] #15,$1.42
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Sneasel [Master Ball] #61,$1.35
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Okidogi [Master Ball] #57,$6.17
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Duskull [Master Ball] #35,$2.80
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Espeon [Cosmos Holo] #33,$2.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Heatran [Master Ball] #68,$1.41
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Exeggcute [Master Ball] #1,$1.50
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Roaring Moon [Poke Ball] #65,$0.57
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dusknoir [Master Ball] #37,$10.48
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Suicune #24,$0.56
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon [Reverse] #25,$1.15
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Professor's Research: Professor Oak [Poke Ball] #122,$0.45
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Great Tusk [Master Ball] #55,$5.46
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Flutter Mane [Reverse] #43,$0.33
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Exeggutor [Master Ball] #2,$9.64
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Noibat [Master Ball] #90,$2.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Spritzee [Master Ball] #38,$1.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dunsparce [Master Ball] #79,$2.02
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Tech Sticker Collection [Glaceon],$29.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dreepy [Poke Ball] #71,$1.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Leafeon [Reverse] #5,$1.46
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Bloodmoon Ursaluna [Master Ball] #54,$6.79
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Noctowl [Master Ball] #78,$8.45
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Cottonee [Master Ball] #7,$1.57
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Whimsicott [Master Ball] #8,$10.23
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dusclops [Master Ball] #36,$2.70
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Munkidori [Master Ball] #44,$10.45
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Earthen Vessel #106,$0.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Dipplin [Master Ball] #10,$2.00
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Iron Boulder [Master Ball] #46,$5.38
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hoothoot [Master Ball] #77,$1.73
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Duraludon [Master Ball] #69,$1.89
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Black Belt's Training [Poke Ball] #96,$0.26
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lacey [Poke Ball] #114,$0.50
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Scream Tail [Master Ball] #42,$6.15
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Bronzor [Master Ball] #66,$1.24
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Shaymin [Poke Ball] #87,$0.40
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Hippopotas [Master Ball] #52,$1.29
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Slowking [Poke Ball] #19,$0.54
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Larvitar #47,$0.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lugia ex [Jumbo] #82,$9.06
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Furfrou [Master Ball] #88,$5.99
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Fezandipiti [Master Ball] #45,$6.13
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Glaceon [Cosmos Holo] #25,$1.36
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Shaymin [Master Ball] #87,$7.25
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Lopunny [Poke Ball] #84,$0.90
Prices for Pokemon Prismatic Evolutions Pokemon Cards,Goldeen [Poke Ball] #20,$0.74
